,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
1194,7atMwGznm,slag,"In the UK, a promiscuous woman","Waste matter, particularly as a result of incineration",False,,79.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2013-07-07 18:46:22,2013-07-07 18:46:22
1195,c7u3nBrfC,bird,"In the UK, derogatory word for woman",Winged vertebrate,False,,23.0,eng,,,,False,False,False,True,False,False,False,0,0,0,2013-07-07 18:44:16,2013-07-07 18:44:16
1196,d9pfuNy9q,jhant,"In Ireland, a disreputable, working class or delinquent person",,False,,55.0,eng,,jant,,False,False,False,False,False,False,True,86,3,3,2013-07-04 23:45:52,2013-07-04 23:45:52
1197,Nd86k7ExF,jant,"In Ireland, a disreputable, working class or delinquent person",,False,,50.0,eng,,,,False,False,False,False,False,False,True,194,0,0,2013-07-04 23:45:36,2013-07-04 23:45:36
1198,2hCjJYBvD,moke,"[1] In Hawaii, an uneducated, lower class and/or ethnic Polynesian person. [2] In Ireland, a disreputable or lower class person.",,False,,87.0,eng,,,,False,True,False,False,False,False,True,32,1,1,2013-07-04 23:44:33,2013-07-04 23:44:33
1199,Y2fvr884j,smick,"In Ireland, a disreputable, working class or delinquent person",,False,,47.0,eng,,,,True,True,False,False,False,False,True,382,6,6,2013-07-04 23:38:38,2013-07-04 23:38:38
1200,jHnmrau9G,gurrier,"In Ireland, a disreputable or delinquent person",,False,,89.0,eng,,,,False,False,False,False,False,False,True,224,6,6,2013-07-04 23:36:06,2013-07-04 23:36:06
1201,Aw6MQ64eB,spiv,"In the UK, a criminal dealing in counterfeit and/or stolen goods",,False,,54.0,eng,,,,False,False,False,False,False,False,True,717,12,12,2013-07-04 23:34:45,2013-07-04 23:34:45
1202,kZ2q3qVQh,skag,A woman of loose morals,Slang for heroin,False,,62.0,eng,,scag,,False,False,False,True,False,False,True,0,0,0,2013-07-04 23:30:55,2013-07-04 23:30:55
1203,K3pzmdfND,scag,A woman of loose morals,,False,,68.0,eng,,,,False,False,False,True,False,False,True,0,0,0,2013-07-04 23:30:12,2013-07-04 23:30:12
1204,WceTBxbv3,yobbo,"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person",,False,,75.0,eng,,yob,,False,False,False,False,False,False,True,841,16,16,2013-07-04 23:25:02,2013-07-04 23:25:02
1205,GE8JCtCdh,yob,"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person",,False,,78.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2013-07-04 23:24:19,2013-07-04 23:24:19
1206,PvZR2jq8N,senga,"In Scotland, an unsophisticated or lower class female",,False,,43.0,eng,,,,False,False,False,False,False,False,True,19,0,0,2013-07-04 23:22:15,2013-07-04 23:22:15
1207,MCzpAzgy9,scobe,"In Ireland, a disreputable, working class or delinquent person",,False,,81.0,eng,,,,False,False,False,False,False,False,True,160,2,2,2013-07-04 23:20:20,2013-07-04 23:20:20
1208,3HC4VYm8q,charver,A disreputable and/or working class person,,False,,77.0,eng,,charva,,False,False,False,False,False,False,True,416,8,8,2013-07-04 23:19:09,2013-07-04 23:19:09
1209,FwHgQxD2X,charva,A disreputable and/or working class person,,False,,51.0,eng,,,,False,False,False,False,False,False,True,767,20,20,2013-07-04 23:18:42,2013-07-04 23:18:42
1210,H6XyanEpc,skanger,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,77.0,eng,,spide,,False,False,False,False,False,False,True,293,3,3,2013-07-04 23:15:27,2013-07-04 23:15:27
1211,z2zx62zjZ,scanger,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,76.0,eng,,spide,,False,False,False,False,False,False,True,94,0,0,2013-07-04 23:14:49,2013-07-04 23:14:49
1212,vtcJD3URe,mil bag,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,98.0,eng,,spide,,False,False,False,False,False,False,True,23,0,0,2013-07-04 23:13:43,2013-07-04 23:13:43
1213,Q4PYkpUYT,millie,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,89.0,eng,,spide,,False,False,False,False,False,False,True,89,0,0,2013-07-04 23:11:47,2013-07-04 23:11:47
1214,6fqu4NwED,steek,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,90.0,eng,,spide,,False,False,False,False,False,False,True,24,2,2,2013-07-04 23:10:43,2013-07-04 23:10:43
1215,h7Kp4VuN7,spide,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,85.0,eng,,,,False,False,False,False,False,False,True,108,1,1,2013-07-04 23:09:37,2013-07-04 23:09:37
1216,zbpax79J9,scally,"A disreputable and/or working class person, from 'scallywag'",,False,,87.0,eng,,scallie,,False,False,False,False,False,False,True,372,1,1,2013-07-04 23:07:01,2013-07-04 23:07:01
1217,WfrGDjZ24,scallie,"A disreputable and/or working class person, from 'scallywag'",,False,,96.0,eng,,,,False,False,False,False,False,False,True,114,1,1,2013-07-04 23:06:39,2013-07-04 23:06:39
1218,4bCfE3Jzf,ned,"In Scotland, a lower class person or criminal, often identified with public housing and a predilection for sportswear",,False,,98.0,eng,,,,False,False,False,False,False,False,True,1,0,0,2013-07-04 23:02:57,2013-07-04 23:02:57
1219,djMkyW4wN,chav,"In the UK, an unsophisticated or working class person with a predilection for ostentatious sportswear and jewellery",,False,,42.0,eng,,,,False,False,False,False,False,False,True,676,19,19,2013-07-04 22:57:32,2013-07-04 22:57:32
1220,HEM887UQy,surrender monkey,"A French person, from the defeat of the French against the German in 1940, and the huge variety of cheeses originating from France. Gained popularity after the term was used on an episode of The Simpsons and was subsequently adopted by right-wing pundits. Rarely used today.",,False,,37.0,eng,,cheese eating surrender monkey,,True,False,False,False,False,False,False,857,37,37,2013-07-04 18:02:10,2013-07-04 18:02:10
1221,qXnWu4Xw8,tranny,"Pejorative term which is shortened from either transgendered, transsexual or transvestite. May be used to refer to these individuals, or others, in a derogatory or offensive manner.",,True,,74.0,eng,,,,False,False,False,True,True,False,False,3022,7,7,2013-07-04 17:23:55,2013-07-04 17:23:55
1222,jkYGGtc27,three fifths,"A black person, from the Three-Fifths Compromise in which the United Statues assessed slaves as three fifths of a person",,False,,97.0,eng,,three fifth,,False,True,False,False,False,False,False,0,0,0,2013-07-04 17:17:30,2013-07-04 17:17:30
1223,bEWh6bP9k,three fifth,"A black person, from the Three-Fifths Compromise in which the United Statues assessed slaves as three fifths of a person",,False,,96.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-07-04 17:17:00,2013-07-04 17:17:00
1224,fxX7hKrFv,slave,"An unpaid servant, generally recognized as property rather than as a human being. May specifically refer to a person of African origin.",,False,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-07-04 15:32:42,2013-07-04 15:32:42
1225,eYMMnkv6x,Shy,"A Jewish person, originated in Merchant of Venice.",Meek,False,,72.0,eng,,Shylock,,False,True,False,False,False,False,False,0,0,0,2013-07-04 15:25:29,2013-07-04 15:25:29
1226,vRUCf4b9p,shemale,[1] A transexual person. [2] A transgendered person. [3] An allegedly masculine woman.,,True,,96.0,eng,,,,False,False,False,True,True,False,False,3264,5,5,2013-07-04 15:22:06,2013-07-04 15:22:06
1227,q47khBGyR,scuffer,"In the UK, [1] an uneducated or lower class person, or [2] a policeman.",,False,,90.0,eng,,,,False,False,False,False,False,False,True,111,3,3,2013-07-02 19:46:13,2013-07-02 19:46:13
1228,M9czt74Ct,bogan,"[1] A male Native American. [2] In Australia or New Zealand, white trash or a redneck.",,False,AU,73.0,eng,,,,True,True,False,False,False,False,True,1894,8,8,2013-06-28 19:38:03,2013-06-28 19:38:03
1229,nqK4xzGYq,dhimmi,"Used by opponents of Islamisation and Muslim immigration to denote those who in their eyes facilitate it, with connotation of 'traitor'. Used in several languages in that sense, but originally an Islamic term referring to Jewish and Christian minorities.",,False,,72.0,eng,,,,False,False,False,False,False,False,False,1281,9,9,2013-06-26 12:46:22,2013-06-26 12:46:22
1230,k3ve9DZBP,coolie,"[1] In North America, unskilled Asian labor, usually Chinese (originally used in 19th-century for Chinese railroad labor). Possibly from Hindi kuli, day laborer. [2] Racial epithet for Indo-Caribbean people, especially in Guyana, Trinidad and Tobago and South African Indians.",,False,,89.0,eng,,,,False,True,False,False,False,False,False,285,3,3,2013-06-25 21:28:42,2013-06-25 21:28:42
1231,4kWXzFTfH,prod,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",[1] Encourage [2] Propel,False,,74.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-25 13:30:28,2013-06-25 13:30:28
1232,Re6mz8Y9J,pom,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,,98.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-25 12:40:41,2013-06-25 12:40:41
1233,WZ8JhwzUE,nip,"A person of Japanese descent (shortened version of Nipponese, from Japanese name for Japan, Nippon).",Bite,False,,97.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-25 11:21:09,2013-06-25 11:21:09
1234,t8JzMzQRt,pommie,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,AU,94.0,eng,,pom,,True,False,False,False,False,False,False,749,17,17,2013-06-25 10:30:01,2013-06-25 10:30:01
1235,eUq4VPh6h,niggar,A black person.,,True,,99.0,eng,,nigger,,False,True,False,False,False,False,False,3631,57,57,2013-06-25 10:13:57,2013-06-25 10:13:57
1236,k4CkBTtjj,Orangie,"A pro-British Ulster Protestant, referring to supporters of the Orange Order.",,False,,72.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-25 09:30:22,2013-06-25 09:30:22
1237,3m7BMUBUQ,nigra,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,112,2,2,2013-06-25 04:04:34,2013-06-25 04:04:34
1238,26CDcDWa2,abo,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,84.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-25 01:46:40,2013-06-25 01:46:40
1239,P7gZG7Tcf,pommy,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,AU,80.0,eng,,pom,,True,False,False,False,False,False,False,816,10,10,2013-06-24 15:31:18,2013-06-24 15:31:18
1240,ZRN2p49HC,buffie,"[1] A black person. [2] a young, brown-skinned person 1940s-1950s",,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-24 06:10:11,2013-06-24 06:10:11
1241,tGXNgN8Br,sambo,A black person.,,False,,90.0,eng,,,,False,True,False,False,False,False,False,65,0,0,2013-06-24 00:05:55,2013-06-24 00:05:55
1242,jYqw27BMx,darkie,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,True,,81.0,eng,,darky,,False,True,False,False,False,False,False,2480,43,43,2013-06-23 18:20:11,2013-06-23 18:20:11
1243,hauHGm329,beaney,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,84.0,eng,,beaner,,False,True,False,False,False,False,False,0,0,0,2013-06-23 15:03:48,2013-06-23 15:03:48
1244,GCcajHF9c,shade,"A black person, or one attempting to be perceived as black.","Shelter, particularly from the sun",False,,84.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 13:40:29,2013-06-23 13:40:29
1245,6hCjv3qHW,Christ killer,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",,True,,93.0,eng,,,,False,True,True,False,False,False,False,275,5,5,2013-06-23 12:00:35,2013-06-23 12:00:35
1246,8K3krCHve,Gerudo,"A Muslim female. Probably formed from the name of the Gerudo people, a fantasy race created in the Legend of Zelda series.",,False,,93.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-23 11:30:27,2013-06-23 11:30:27
1247,NnqUcvJc7,gew,A German Jew.,,False,,89.0,eng,,,,True,True,True,False,False,False,False,0,0,0,2013-06-23 11:10:26,2013-06-23 11:10:26
1248,ZVMw8fRnB,Shelta,An Irish Traveller.,,False,,78.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-06-23 07:40:26,2013-06-23 07:40:26
1249,Au9ewvmY4,slopy,"A person of Asian descent, particularly Vietnamese or Chinese.",,False,,89.0,eng,,slope,,False,True,False,False,False,False,False,0,0,0,2013-06-23 06:30:12,2013-06-23 06:30:12
1250,uJp3C8U2e,slit,A person of Asian descent.,A narrow opening,False,,79.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 06:10:32,2013-06-23 06:10:32
1251,PnKtFbdP8,Skippy,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",,False,,45.0,eng,,Skip,,True,True,False,False,False,False,False,0,0,0,2013-06-23 04:40:14,2013-06-23 04:40:14
1252,Hc3FE6nRr,bluegum,An African-American perceived as being lazy and who refuses to work.,,False,,69.0,eng,,,,False,True,False,False,False,False,False,110,2,2,2013-06-23 04:16:10,2013-06-23 04:16:10
1253,dpKKz2ueM,ghetto,Used to describe urban blacks.,A predominantly poor community,False,,70.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 03:20:31,2013-06-23 03:20:31
1254,ee8aGRy7j,chonky,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,,False,,61.0,eng,,,,True,True,False,False,False,False,False,582,9,9,2013-06-23 02:52:58,2013-06-23 02:52:58
1255,929NC47jm,chunky,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,An uneven aggregate of ingredients,False,,89.0,eng,,chonky,,True,True,False,False,False,False,False,0,0,0,2013-06-23 02:52:58,2013-06-23 02:52:58
1256,tkGyaCR69,spike,A very High Church Anglican or Anglo-Catholic.,A large nail,False,,71.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-23 02:00:29,2013-06-23 02:00:29
1257,FVnxUw2zf,squinty,"A person of East Asian descent in reference to the appearance of the eyes, similar to 'slant'.",,False,,96.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 00:00:35,2013-06-23 00:00:35
1258,6a4qKRvhx,goober,A rural person or resident of a small town.,,False,,98.0,eng,,,,False,False,False,False,False,False,False,1439,17,17,2013-06-22 22:56:10,2013-06-22 22:56:10
1259,dRg2yyahb,sub human,A black person.,,False,,87.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-22 22:50:08,2013-06-22 22:50:08
1260,t8xZQvM7C,guinea,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",,False,,81.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-06-22 19:06:53,2013-06-22 19:06:53
1261,4m74BQfBX,cotton picker,Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.,,True,,74.0,eng,,,,False,True,False,False,False,False,False,4467,68,68,2013-06-22 18:38:59,2013-06-22 18:38:59
1262,8yw69tP76,greaser,A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.,,False,,99.0,eng,,greaseball,,True,True,False,False,False,False,False,0,0,0,2013-06-22 17:57:51,2013-06-22 17:57:51
1263,jTNK8JwU9,Shylock,"A Jewish person, originated in Merchant of Venice.",,False,,72.0,eng,,,,False,True,False,False,False,False,False,314,2,2,2013-06-22 06:51:49,2013-06-22 06:51:49
1264,ztGNRW8Jz,Jap,"[1] A Japanese soldier or national, or anyone of Japanese descent. [2] Acronym for 'Jewish-American Princess.'",,False,US,58.0,eng,,,,True,True,False,False,False,False,False,172,2,2,2013-06-22 02:49:25,2013-06-22 02:49:25
1265,2vyCBBzV9,diaper head,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,False,,86.0,eng,,raghead,,False,True,False,False,False,False,False,214,2,2,2013-06-22 02:02:43,2013-06-22 02:02:43
1266,hX9VtZjnv,roundeye,A white or non-Asian person.,,False,,80.0,eng,,,,False,True,False,False,False,False,False,97,2,2,2013-06-22 01:10:15,2013-06-22 01:10:15
1267,xpxj2tK9n,jig,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.","A dance, often impromptu",False,,97.0,eng,,jigaboo,,False,True,False,False,False,False,False,0,0,0,2013-06-22 00:12:03,2013-06-22 00:12:03
1268,TWVUM7xdk,jijjiboo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,86.0,eng,,jigaboo,,False,True,False,False,False,False,False,3,0,0,2013-06-22 00:12:03,2013-06-22 00:12:03
1269,HP8tddveZ,house nigger,"As with Uncle Tom, a reference to a black person who is subservient to whites.",,True,,98.0,eng,,,,False,True,False,False,False,False,False,2333,22,22,2013-06-21 23:37:27,2013-06-21 23:37:27
1270,uDhg9Mbb4,jocky,"A Scottish person. Scots language nickname for the personal name John, cognate to the English, Jack. Occasionally used by the English as an insult. but also in respectful reference to elite Scottish, particularly Highland troops, e.g. the 9th (Scottish) Division. Same vein as the English insult for the French, as Frogs.",,False,,74.0,eng,,jock,,False,False,False,False,False,False,False,190,3,3,2013-06-21 21:28:26,2013-06-21 21:28:26
1271,T2RDQb6xa,octaroon,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,True,,81.0,eng,,octroon,,False,True,False,False,False,False,False,1514,39,39,2013-06-21 16:19:30,2013-06-21 16:19:30
1272,PFnJ6FkJa,curry stinker,A person of East Indian origin.,,True,,86.0,eng,,curry muncher,,False,True,False,False,False,False,False,10,0,0,2013-06-21 16:05:55,2013-06-21 16:05:55
1273,D6Jtu6NYX,white nigger,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,True,,99.0,eng,,,,True,True,False,False,False,False,False,104,1,1,2013-06-21 15:09:18,2013-06-21 15:09:18
1274,mrjdR4WKT,whitey,A Caucasian.,,False,,86.0,eng,,,,False,True,False,False,False,False,False,574,6,6,2013-06-21 14:11:36,2013-06-21 14:11:36
1275,96yhy3Hk2,WIC,Acronym for White Irish Catholic.,,False,,86.0,eng,,,,False,True,True,False,False,False,False,0,0,0,2013-06-21 13:20:17,2013-06-21 13:20:17
1276,ER94TMbB8,Yank,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,Pull,False,,80.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-21 11:00:05,2013-06-21 11:00:05
1277,nC939xC3k,Yankee,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,,False,,80.0,eng,,Yank,,True,False,False,False,False,False,False,0,0,0,2013-06-21 10:20:16,2013-06-21 10:20:16
1278,gGB7u9Xqq,kraut,"A German, most specifically during World War II. From Sauerkraut.",,False,,70.0,eng,,,,True,False,False,False,False,False,False,226,4,4,2013-06-21 06:04:45,2013-06-21 06:04:45
1279,3ADEZNZ6x,lemonhead,An Asian person.,,False,,79.0,eng,,,,False,True,False,False,False,False,False,258,6,6,2013-06-21 02:50:32,2013-06-21 02:50:32
1280,xY7ymknxp,Merkin,Similar to 'American.',,False,,73.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-21 02:50:09,2013-06-21 02:50:09
1281,hxZtJMKt3,ZOG,"Zionist Occupation Government, an organization hypothesized by white supremacists to rule the world.",,False,US,94.0,eng,,,,False,True,False,False,False,False,False,529,3,3,2013-06-21 01:42:15,2013-06-21 01:42:15
1282,uAuJGgQ9f,sideways pussy,"An Asian woman, particularly of Chinese descent.",,True,,88.0,eng,,sideways vagina,,True,True,False,False,False,False,False,283,15,15,2013-06-20 18:14:00,2013-06-20 18:14:00
1283,B4tfQxY3Q,cowboy killer,A Native American.,,False,,74.0,eng,,,,False,True,False,False,False,False,False,947,15,15,2013-06-20 09:29:09,2013-06-20 09:29:09
1284,9RbmyaNJr,eyetie,An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.',,True,,81.0,eng,,,,True,True,False,False,False,False,False,271,3,3,2013-06-20 07:22:57,2013-06-20 07:22:57
1285,64mQJ3KAE,proddy dog,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,True,,84.0,eng,,prod,,False,False,True,False,False,False,False,67,0,0,2013-06-19 20:55:26,2013-06-19 20:55:26
1286,H8g8GZ4Ax,prairie nigger,A Native American.,,True,,98.0,eng,,,,False,True,False,False,False,False,False,96,0,0,2013-06-19 19:53:18,2013-06-19 19:53:18
1287,a3m8GPkcf,Southern fairy,"Used in the north of England, the term originates from the inability of southern Englishmen being unable to consume amounts of alcohol over 2 units at any one period. ",,False,GB,76.0,eng,,,,False,False,False,False,False,False,False,135,5,5,2013-06-19 16:25:44,2013-06-19 16:25:44
1288,ZGgc8Fan8,coon ass,A person of Cajun ethnicity.,,True,,72.0,eng,,,,False,True,False,False,False,False,False,3696,31,31,2013-06-19 06:34:53,2013-06-19 06:34:53
1289,3K3zQvqm9,moulie,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,True,,89.0,eng,,,,False,True,False,False,False,False,False,379,7,7,2013-06-19 04:07:57,2013-06-19 04:07:57
1290,7y2VTFXCn,sideways vagina,"An Asian woman, particularly of Chinese descent.",,True,,94.0,eng,,,,True,True,False,False,False,False,False,382,4,4,2013-06-19 02:40:02,2013-06-19 02:40:02
1291,fz6E48ehr,camel humper,Person of Middle Eastern descent.,,True,,95.0,eng,,camel jockey,,False,True,False,False,False,False,False,391,2,2,2013-06-19 02:30:44,2013-06-19 02:30:44
1292,g9QGBUKJP,FOB,A person of foreign nationality.,"A chain, particularly when used with a timepiece",False,,88.0,eng,,fresh off the boat,,True,False,False,False,False,False,False,0,0,0,2013-06-18 23:11:23,2013-06-18 23:11:23
1293,2DEurVX63,fresh off the boat,A person of foreign nationality.,,False,,52.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-18 23:11:23,2013-06-18 23:11:23
1294,nQZaZ9NbF,gable,A black person.,A wall which encloses the end of a pitched roof,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-18 21:33:53,2013-06-18 21:33:53
1295,yFQ74vr9C,spade,"A black person, originating with the suit in a deck of cards.",Shovel,False,,93.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-18 20:04:01,2013-06-18 20:04:01
1296,UbKAZ2J3B,wagon burner,A Native American person.,,True,,87.0,eng,,,,False,True,False,False,False,False,False,323,4,4,2013-06-18 18:10:04,2013-06-18 18:10:04
1297,Wzwy99PA8,moulignon,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,True,,89.0,eng,,moulie,,False,True,False,False,False,False,False,66,0,0,2013-06-18 01:40:55,2013-06-18 01:40:55
1298,7BtqnhDHy,border bunny,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,85.0,eng,,wetback,,False,True,False,False,False,False,False,154,7,7,2013-06-18 00:57:58,2013-06-18 00:57:58
1299,qb2KqVgnC,dune coon,A person of Arab descent.,,True,,99.0,eng,,sand nigger,,False,True,False,False,False,False,False,1098,4,4,2013-06-17 22:13:30,2013-06-17 22:13:30
1300,PwM7XTJHW,mosshead,A black person.,,False,,81.0,eng,,,,False,True,False,False,False,False,False,136,3,3,2013-06-17 19:50:29,2013-06-17 19:50:29
1301,GHxF7bn87,gooky,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,False,,97.0,eng,,gook,,False,True,False,False,False,False,False,278,6,6,2013-06-17 18:37:36,2013-06-17 18:37:36
1302,JfzXrQr7x,border jumper,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,82.0,eng,,wetback,,False,True,False,False,False,False,False,1990,35,35,2013-06-17 18:11:28,2013-06-17 18:11:28
1303,Ywy6VyXT8,higger,A Hindu person with preceived black mannerisms.,,False,,68.0,eng,,,,False,True,True,False,False,False,False,210,5,5,2013-06-16 13:12:27,2013-06-16 13:12:27
1304,N4DyxwBHg,gippo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,97.0,eng,,gyppo,,False,True,False,False,False,False,False,810,7,7,2013-06-16 08:27:16,2013-06-16 08:27:16
1305,EZKArmFB3,gyppo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,90.0,eng,,,,False,True,False,False,False,False,False,2102,15,15,2013-06-15 21:23:29,2013-06-15 21:23:29
